"objid","ra","dec","u","g","r","i","z","run","rerun","camcol","field","specobjid","class","redshift","plate","mjd","fiberid"
1.23765e+18,183.5260221,-3.529478084,18.63857,17.23771,16.76593,16.49445,16.34693,1140,301,1,204,3.738e+17,"GALAXY",0.05759332,332,52367,3
1.23765e+18,231.7246064,56.7616296,19.54846,17.97544,17.04138,16.58761,16.24823,1345,301,5,519,6.91424e+17,"GALAXY",0.1351725,614,53437,441
1.23765e+18,205.1934437,1.220436391,18.23011,17.12586,17.09837,17.14336,17.22287,1404,301,6,42,3.36756e+17,"STAR",0.000454943,299,51671,408
1.23765e+18,166.4210924,-0.876166774,18.83664,17.79551,17.39124,17.15681,16.98134,756,301,1,338,3.11875e+17,"GALAXY",0.03331094,277,51908,3
1.23765e+18,124.2905887,45.81352763,18.5413,16.62492,15.70921,15.2762,14.93121,1331,301,3,137,4.96586e+17,"GALAXY",0.04871643,441,51868,232
1.23765e+18,149.8893375,0.263076614,18.1793,15.9787,15.06057,14.70557,14.50055,756,301,4,227,3.2112e+18,"STAR",-0.00015267,2852,54468,479
1.23765e+18,158.0298733,1.256036217,19.25376,17.92825,17.25873,16.86062,16.6233,756,301,6,282,3.07494e+17,"GALAXY",0.08739827,273,51957,449
1.23765e+18,168.1479695,67.63200432,19.47964,18.22141,17.77328,17.62567,17.56333,1350,301,6,327,3.57038e+18,"STAR",-0.000152993,3171,54862,562
1.23765e+18,210.2247241,66.40468627,18.03194,17.04831,16.70929,16.58287,16.5414,1350,301,6,435,5.60801e+17,"STAR",-8.64e-05,498,51984,373
1.23765e+18,58.63030714,-4.880621069,19.27865,18.35464,17.89563,17.67421,17.59426,1045,301,6,165,8.16632e+18,"STAR",7.56e-05,7253,56598,622
1.23765e+18,162.0805208,0.259419769,17.57919,16.67318,16.3929,16.29765,16.27276,756,301,4,309,2.68991e+18,"STAR",0.000567544,2389,54213,499
1.23765e+18,58.85084397,-4.840890237,16.9817,15.829,15.45953,15.3419,15.32745,1045,301,6,166,8.16633e+18,"STAR",-2.18e-05,7253,56598,636
1.23765e+18,197.18088,0.315741559,19.21401,17.77855,17.20287,16.99338,16.91614,745,301,4,257,8.39488e+18,"STAR",0.00019183,7456,56727,608
1.23765e+18,255.5200306,59.60986329,18.81537,18.72319,18.85099,18.93797,19.15913,1336,301,1,45,3.9755e+17,"STAR",-0.000639843,353,51703,391
1.23765e+18,156.8559711,-0.093223432,16.79231,15.50062,14.92929,14.68886,14.54752,756,301,3,274,3.07454e+17,"STAR",0.00083366,273,51957,304
1.23765e+18,167.9469305,-0.589748253,19.06807,17.87498,17.24703,16.87582,16.63868,756,301,2,348,3.13033e+17,"GALAXY",0.08343689,278,51900,119
1.23765e+18,153.8572373,-0.070510582,19.34353,18.01985,17.20665,16.78012,16.49426,756,301,3,254,3.05206e+17,"GALAXY",0.1442524,271,51883,318
1.23765e+18,244.1624119,-0.889893127,18.99412,17.90879,17.46466,17.28111,17.20599,745,301,1,571,3.8963e+17,"STAR",-0.000178635,346,51693,251
1.23765e+18,152.6207209,1.116277369,17.77078,15.93124,14.98941,14.52409,14.17011,756,301,6,246,5.65259e+17,"GALAXY",0.1019972,502,51957,207
1.23765e+18,207.5491639,63.92474324,18.95371,16.97185,16.06259,15.64918,15.30034,1345,301,5,427,6.80192e+17,"GALAXY",0.07728735,604,52079,541
1.23765e+18,230.4077535,0.466026588,17.20734,15.75512,14.98388,14.60878,14.2761,752,301,5,580,3.52515e+17,"GALAXY",0.02867431,313,51673,395
1.23765e+18,200.5710953,66.29854548,19.22508,19.18104,18.97212,19.03949,19.10328,1412,301,2,210,5.58489e+17,"QSO",1.18637,496,51988,155
1.23765e+18,172.8605426,67.93316229,18.64911,17.73089,17.49491,17.40948,17.38623,1350,301,6,339,3.21797e+18,"STAR",-0.000732033,2858,54498,531
1.23765e+18,14.37346142,14.58331905,19.25196,18.21835,17.65883,17.23709,17.10748,1035,301,3,58,4.72896e+17,"GALAXY",0.1235255,420,51871,66
1.23765e+18,154.598453,-0.091045308,18.94769,18.79742,18.65749,18.60048,18.73997,756,301,3,259,3.05162e+17,"QSO",1.40169,271,51883,158
1.23765e+18,223.5209142,0.473017958,19.57044,18.82343,18.6608,18.62754,18.53756,752,301,5,534,4.52519e+18,"QSO",2.66041,4019,55363,726
1.23765e+18,256.3876636,58.40962293,19.1881,17.76263,16.92704,16.5073,16.20206,1336,301,1,53,3.97523e+17,"GALAXY",0.1163528,353,51703,292
1.23765e+18,171.3507807,-0.198241834,18.73286,17.51029,17.10567,17.12384,16.89732,756,301,3,371,3.15271e+17,"STAR",-0.000144735,280,51612,69
1.23765e+18,162.2608629,1.083530381,18.00939,16.73408,16.78618,16.86594,16.8902,756,301,6,310,2.88132e+18,"STAR",0.000386121,2559,54208,533
1.23765e+18,161.1063992,0.748352689,17.4535,16.02454,15.42187,15.17754,15.05253,756,301,5,302,2.88127e+18,"STAR",-0.000157683,2559,54208,332
1.23765e+18,150.129778,0.758960665,18.56104,17.53645,17.07382,16.78525,16.58965,756,301,5,229,3.0189e+17,"GALAXY",0.03323909,268,51633,543
1.23765e+18,8.795772265,14.69189453,17.04731,15.79801,15.41468,15.27155,15.23032,1035,301,3,22,3.52749e+18,"STAR",0.000118912,3133,54789,166
1.23765e+18,112.051872,34.75716917,18.20927,17.00747,16.53968,16.34102,16.27236,1350,301,3,24,2.31154e+18,"STAR",0.000153347,2053,53446,231
1.23765e+18,237.6095473,51.21034556,19.24033,18.02821,17.5368,17.18043,17.02473,1345,301,1,561,6.95839e+17,"GALAXY",0.07790718,618,52049,118
1.23765e+18,178.3087479,-3.408945466,17.03192,16.27125,16.01098,15.95015,15.83997,1140,301,1,170,3.71583e+17,"GALAXY",0.004143043,330,52370,131
1.23765e+18,246.3933444,-0.032183036,19.4201,18.36756,18.21859,18.20171,18.22385,745,301,3,585,4.09877e+17,"STAR",-0.000208798,364,52000,178
1.23765e+18,185.9749445,-3.442926922,15.002,13.25014,12.4316,11.94721,11.61041,1140,301,1,221,3.76131e+17,"GALAXY",0.006685563,334,51993,291
1.23765e+18,246.7820809,-0.492431557,17.60994,15.90911,15.0209,14.54955,14.19971,745,301,2,588,4.09857e+17,"GALAXY",0.04619161,364,52000,107
1.23765e+18,224.5028969,0.497600707,18.55733,17.24357,16.62276,16.34301,16.20834,752,301,5,541,3.73136e+18,"STAR",-2.15e-05,3314,54970,468
1.23765e+18,198.2093619,0.308285292,19.1515,18.22901,17.79418,17.6451,17.59949,745,301,4,263,8.39493e+18,"STAR",-8.1e-06,7456,56727,802
1.23765e+18,171.7570966,68.01451681,16.78016,15.47541,14.93019,14.70129,14.61299,1350,301,6,336,3.21794e+18,"STAR",-0.000370396,2858,54498,418
1.23765e+18,182.4133899,-0.871138726,19.19556,18.20469,17.93784,17.7862,17.81664,756,301,1,445,3.7223e+18,"STAR",0.000166515,3306,54922,283
1.23765e+18,236.9372826,54.6728906,18.42656,17.55141,17.27364,17.18111,17.1724,1345,301,6,543,7.55255e+18,"STAR",-0.000663522,6708,56452,40
1.23765e+18,161.7257035,-0.62828994,19.151,17.45303,16.78522,16.56231,16.45795,756,301,2,307,2.88124e+18,"STAR",5.11e-05,2559,54208,212
1.23765e+18,179.928299,-1.530608141,18.73095,18.62029,18.32424,18.30375,18.53867,1231,301,6,71,3.72786e+17,"QSO",1.257467,331,52368,412
1.23765e+18,216.1418632,-0.63312231,18.8744,17.72035,16.84579,16.36815,16.08838,752,301,2,485,3.43457e+17,"QSO",0.1582861,305,51613,209
1.23765e+18,154.5511087,0.221107026,19.45778,18.26242,17.73939,17.42722,17.21388,756,301,4,259,3.06342e+17,"GALAXY",0.09437191,272,51941,353
1.23765e+18,120.5900267,43.80880442,19.51117,18.16587,17.48126,17.07919,16.82911,1331,301,5,116,7.17993e+18,"GALAXY",0.1414249,6377,56243,227
1.23765e+18,163.1294839,-0.503867232,18.14278,16.89617,16.89214,16.99544,17.09234,756,301,2,316,2.88118e+18,"STAR",0.001201092,2559,54208,24
1.23765e+18,162.8821027,-0.561042283,19.52627,18.09971,17.51287,17.30079,17.18764,756,301,2,314,2.8812e+18,"STAR",0.000148292,2559,54208,70
1.23765e+18,148.9247501,0.222548913,18.85229,17.63904,17.04734,16.71426,16.4725,756,301,4,221,3.00786e+17,"GALAXY",0.03546179,267,51608,621
1.23765e+18,174.9978912,-0.503298924,18.80964,17.13866,16.24706,15.78013,15.40857,756,301,2,395,3.17511e+17,"GALAXY",0.09938055,282,51658,28
1.23765e+18,130.1710154,50.95525143,19.39402,18.1482,17.48041,17.07932,16.89126,1345,301,3,155,5.01165e+17,"GALAXY",0.1459132,445,51873,506
1.23765e+18,208.5537169,66.69400535,17.85893,16.84776,16.51541,16.33092,16.25349,1350,301,6,430,5.59733e+17,"GALAXY",0.02497303,497,51989,584
1.23765e+18,206.0447121,-0.761242085,19.17263,18.06068,17.6305,17.33272,17.2204,752,301,2,417,3.3666e+17,"GALAXY",0.08685333,299,51671,58
1.23765e+18,145.9696591,0.830928028,19.37867,17.44197,16.49375,16.03287,15.65151,756,301,5,201,2.99603e+17,"GALAXY",0.03635695,266,51630,412
1.23765e+18,150.1506235,0.296711635,18.40193,17.26971,16.79377,16.57975,16.47653,756,301,4,229,3.2112e+18,"STAR",-6.91e-06,2852,54468,494
1.23765e+18,25.55303839,13.44975689,16.98275,15.8149,15.38964,15.25233,15.22088,1035,301,2,131,2.13816e+18,"STAR",0.000106812,1899,53262,270
1.23765e+18,242.6529812,0.312556692,19.36643,17.89171,17.17413,16.73606,16.44948,745,301,4,560,3.8857e+17,"GALAXY",0.08021929,345,51690,491
1.23765e+18,123.321541,46.37235525,17.34396,16.09272,15.57424,15.31209,15.15613,1331,301,5,137,4.96588e+17,"GALAXY",0.007562063,441,51868,242
1.23765e+18,196.8037526,0.014988261,17.96967,17.06885,16.77602,16.65815,16.60409,752,301,4,356,8.39486e+18,"STAR",0.000310705,7456,56727,540
1.23765e+18,122.5470061,48.46489572,16.98704,15.74039,15.69106,15.73085,15.78317,1350,301,4,129,4.14782e+18,"STAR",-0.000154873,3684,55246,16
1.23765e+18,145.2885765,0.34651158,19.22352,18.00232,17.37943,17.0111,16.76524,756,301,4,197,2.99588e+17,"GALAXY",0.06460119,266,51630,359
1.23765e+18,163.6446741,0.343648365,19.02806,17.58505,16.87262,16.44743,16.15225,756,301,4,319,3.10891e+17,"GALAXY",0.07665615,276,51909,518
1.23765e+18,184.6587955,0.159935507,18.63032,17.23437,16.72749,16.51772,16.44039,752,301,4,274,2.88015e+18,"STAR",4.31e-06,2558,54140,356
1.23765e+18,128.2948449,49.47818882,18.59661,17.4209,16.93185,16.60055,16.45692,1345,301,3,142,4.9893e+17,"GALAXY",0.07337552,443,51873,570
1.23765e+18,238.7904024,53.49546534,19.24514,19.15989,19.29338,19.45932,19.51612,1345,301,6,554,7.55375e+18,"QSO",2.110674,6709,56429,306
1.23765e+18,243.5407053,0.810366967,18.62963,16.91113,16.2183,15.97996,15.83835,745,301,5,566,3.88604e+17,"STAR",-0.000103409,345,51690,613
1.23765e+18,159.059542,-0.15901912,17.11091,15.75166,15.01781,14.61758,14.29235,756,301,3,289,3.0738e+17,"GALAXY",0.02770622,273,51957,32
1.23765e+18,196.7874859,0.190401631,17.87918,16.73628,16.2504,16.08178,15.99605,752,301,4,355,8.39486e+18,"STAR",-0.000281263,7456,56727,536
1.23765e+18,181.5506077,64.8980092,19.44388,19.33106,19.11928,18.89673,18.71787,1302,301,3,367,7.85327e+18,"QSO",1.965607,6975,56720,414
1.23765e+18,133.9753319,54.03906662,19.26005,18.00838,17.32015,16.97442,16.66422,1302,301,4,195,5.05657e+17,"GALAXY",0.0984479,449,51900,466
1.23765e+18,14.77948776,14.52329112,17.8938,16.64836,16.17322,15.89126,15.77426,1035,301,3,61,4.72886e+17,"GALAXY",0.04735448,420,51871,28
1.23765e+18,176.6344345,-0.180452066,18.71153,17.72176,17.18886,16.85676,16.71325,756,301,3,406,3.18672e+17,"GALAXY",0.1056168,283,51959,155
1.23765e+18,204.9722197,0.048333772,18.32024,16.94714,16.24431,15.88095,15.55382,752,301,4,410,3.36753e+17,"GALAXY",0.1009769,299,51671,397
1.23765e+18,16.0792818,14.50341669,18.54267,17.33027,16.79361,16.52718,16.32482,1035,301,3,69,4.74021e+17,"GALAXY",0.03963418,421,51821,64
1.23765e+18,164.1260558,-0.84856516,19.32554,17.3354,16.4046,15.97445,15.63738,756,301,1,323,3.11957e+17,"GALAXY",0.07552451,277,51908,300
1.23765e+18,163.3365032,-0.606386093,17.1468,15.91065,15.463,15.2034,15.03239,756,301,2,317,3.10795e+17,"GALAXY",0.01849591,276,51909,169
1.23765e+18,175.6005046,68.09208075,19.31457,18.18904,17.63578,17.35308,17.17476,1350,301,6,346,5.54054e+17,"GALAXY",0.1200106,492,51955,403
1.23765e+18,201.8068998,67.65847952,17.3713,15.87647,15.35798,15.20177,15.14317,1350,301,6,411,2.75294e+18,"STAR",-0.000180253,2445,54573,402
1.23765e+18,10.16533573,14.62929436,17.59618,16.24254,15.71478,15.53137,15.4326,1035,301,3,31,3.52638e+18,"STAR",5.15e-05,3132,54746,222
1.23765e+18,144.2233385,59.18598907,18.27512,16.64838,16.01673,15.6776,15.45371,1345,301,5,231,5.09055e+17,"GALAXY",0.04113096,452,51911,540
1.23765e+18,189.349545,0.14670359,17.95998,16.9956,16.61325,16.44035,16.34248,752,301,4,306,3.25962e+18,"STAR",0.000141414,2895,54567,515
1.23765e+18,13.111912,14.54439895,19.41546,18.12671,17.48221,17.16057,16.90953,1035,301,3,50,4.72931e+17,"GALAXY",0.07739966,420,51871,193
1.23765e+18,168.957592,-0.054611514,18.51735,17.48384,17.06217,16.82633,16.60761,756,301,3,355,3.14257e+17,"GALAXY",0.03890612,279,51984,477
1.23765e+18,194.1921997,-3.340930785,19.36502,17.59969,16.5637,16.08062,15.7054,1140,301,1,276,3.80626e+17,"GALAXY",0.1383618,338,51694,260
1.23765e+18,241.2999066,-0.79713883,18.56614,18.33807,18.13469,18.08772,18.0079,752,301,2,653,3.87326e+17,"QSO",1.188033,344,51693,59
1.23765e+18,172.0026634,-0.10108411,19.30136,18.05396,17.57656,17.37766,17.30015,756,301,3,375,3.64016e+18,"STAR",8.33e-05,3233,54891,455
1.23765e+18,236.6875463,54.6362858,17.72369,16.48737,16.02161,15.75816,15.58877,1345,301,6,542,6.93726e+17,"GALAXY",0.04897523,616,52442,623
1.23765e+18,185.9694988,-1.866097766,19.08803,18.93493,18.82663,18.8954,18.93279,1140,301,5,221,3.76144e+17,"QSO",0.9198754,334,51993,339
1.23765e+18,177.7631849,68.33782836,18.07223,17.22937,16.9836,16.8995,16.85815,1350,301,6,352,5.54088e+17,"STAR",-0.00018183,492,51955,529
1.23765e+18,173.042823,-1.572933582,18.89038,16.89807,15.92845,15.51794,15.16256,1231,301,6,25,3.67213e+17,"GALAXY",0.1050896,326,52375,618
1.23765e+18,202.5663701,0.096809412,18.45512,17.55157,17.30882,17.2269,17.2047,752,301,4,394,3.35627e+17,"STAR",0.000239245,298,51955,394
1.23765e+18,166.7696682,67.51005181,18.91186,17.99109,17.69725,17.57103,17.50818,1350,301,6,323,3.57034e+18,"STAR",-0.000935023,3171,54862,414
1.23765e+18,168.2960197,-0.991964046,19.18801,17.95478,17.27604,16.86184,16.63637,756,301,1,350,3.14205e+17,"GALAXY",0.07720377,279,51984,287
1.23765e+18,198.4286592,-0.616161906,17.79104,16.9053,16.5555,16.4166,16.38062,1334,301,2,12,8.39476e+18,"STAR",9.86e-05,7456,56727,180
1.23765e+18,175.2743769,68.18106631,18.92181,17.3422,16.46107,16.00564,15.66032,1350,301,6,345,5.54057e+17,"GALAXY",0.1176077,492,51955,417
1.23765e+18,123.5085226,1.030254406,16.91917,15.42179,14.92859,14.74327,14.67592,1239,301,6,21,2.31608e+18,"STAR",-6.38e-05,2057,53816,383
1.23765e+18,126.7354973,48.09595956,17.28649,16.9213,16.43943,15.48455,14.85174,1331,301,3,156,4.16144e+18,"STAR",-0.000281615,3696,55277,419
1.23765e+18,169.3245216,1.185982315,18.84634,17.94114,17.67007,17.58979,17.59536,756,301,6,357,5.3267e+18,"STAR",0.000892949,4731,55656,231
1.23765e+18,169.5997348,-0.017589997,18.15925,16.56233,15.74719,15.36138,15.05642,756,301,3,359,3.15328e+17,"GALAXY",0.07314368,280,51612,275
1.23765e+18,197.9508616,66.37212909,19.44497,17.91222,17.15697,16.73103,16.44029,1412,301,2,203,5.5852e+17,"GALAXY",0.06666122,496,51988,267
1.23765e+18,173.8984362,-0.584933913,19.24955,17.82026,17.09176,16.68767,16.41749,756,301,2,388,3.1755e+17,"GALAXY",0.1322715,282,51658,167
1.23765e+18,165.0078115,1.095991038,18.25693,17.48521,17.23613,17.03321,16.89969,756,301,6,328,3.11989e+17,"GALAXY",0.03966768,277,51908,419
1.23765e+18,129.1385932,54.41833246,18.19715,16.7325,16.16259,15.9427,15.83119,1350,301,5,177,2.60771e+18,"STAR",-1.77e-05,2316,53757,474
1.23765e+18,167.9211472,0.387722328,19.03135,18.26139,18.04354,17.80894,17.69863,756,301,4,348,3.14222e+17,"GALAXY",0.0723842,279,51984,350
1.23765e+18,148.4405091,0.786736988,19.16294,18.04123,17.57491,17.35756,17.14587,756,301,5,218,3.00774e+17,"GALAXY",0.02051127,267,51608,579
1.23765e+18,189.0882932,68.37306124,17.44252,16.30148,15.84925,15.5115,15.29041,1350,301,6,379,5.56342e+17,"GALAXY",0.04670615,494,51915,537
1.23765e+18,151.6839544,1.129831996,17.70722,16.25798,15.66043,15.3037,15.05074,756,301,6,239,5.6528e+17,"GALAXY",0.03258915,502,51957,285
1.23765e+18,235.9134928,0.436274203,19.51991,18.37838,17.87787,17.58082,17.45397,752,301,5,617,3.54831e+17,"GALAXY",0.08779156,315,51663,629
1.23765e+18,171.1467527,-3.313869961,19.13305,17.67612,16.98778,16.60513,16.33717,1140,301,1,122,3.67112e+17,"GALAXY",0.06762683,326,52375,249
1.23765e+18,172.5745326,-0.979250806,18.77363,16.93999,16.04068,15.61969,15.27554,756,301,1,379,3.16394e+17,"GALAXY",0.07530008,281,51614,60
1.23765e+18,208.6340906,0.08650184,16.51488,15.3716,14.95339,14.78833,14.73029,752,301,4,435,3.3778e+17,"STAR",7.6e-05,300,51943,38
1.23765e+18,198.9113244,-1.979517688,19.24785,18.99271,18.80524,18.59623,18.58635,1231,301,5,198,3.82956e+17,"QSO",1.502359,340,51990,544
1.23765e+18,185.3119258,-1.169901677,17.42006,16.41083,16.05819,15.93827,15.88165,752,301,1,279,2.89139e+18,"STAR",0.000161151,2568,54153,281
1.23765e+18,185.6821888,-3.461218448,19.27387,17.39259,16.46066,16.03157,15.69965,1140,301,1,219,3.74927e+17,"GALAXY",0.0936836,333,52313,8
1.23765e+18,131.3989147,51.53370572,17.79613,16.02621,15.15955,14.71488,14.3384,1345,301,3,161,5.03346e+17,"GALAXY",0.05551509,447,51877,249
1.23765e+18,166.1650066,0.283253815,17.77477,16.899,16.58191,16.45065,16.40777,756,301,4,336,4.31921e+18,"STAR",0.000579637,3836,55302,940
1.23765e+18,197.3248709,0.10348877,16.9288,15.66604,15.76036,15.85543,15.93302,752,301,4,359,8.39488e+18,"STAR",-0.000505797,7456,56727,616
1.23765e+18,182.4553771,-1.471659387,18.82805,16.98143,16.01369,15.55788,15.16748,1231,301,6,88,3.7391e+17,"GALAXY",0.1112716,332,52367,406
1.23765e+18,194.2426951,-3.481272229,18.93542,17.45267,16.81644,16.45465,16.17666,1140,301,1,276,3.80622e+17,"GALAXY",0.05168744,338,51694,248
1.23765e+18,189.6024324,-1.5610693,19.01989,18.09285,17.47432,17.04311,16.86264,1231,301,6,136,3.77299e+17,"GALAXY",0.1886495,335,52000,444
1.23765e+18,157.7616765,0.390282488,18.94695,17.51568,16.80462,16.37475,16.06501,756,301,4,280,3.07487e+17,"GALAXY",0.09711879,273,51957,423
1.23765e+18,152.322773,61.97309138,18.69488,17.59954,17.12867,16.93608,16.86624,1345,301,5,264,8.68187e+17,"STAR",-0.00016107,771,52370,429
1.23765e+18,152.0104634,61.73559549,19.33179,17.41933,16.5309,16.11255,15.80611,1345,301,5,262,8.68178e+17,"GALAXY",0.0745727,771,52370,396
1.23765e+18,171.0650673,-0.446554569,19.25748,19.19962,18.96415,18.89772,18.91018,756,301,2,369,3.15268e+17,"QSO",1.409506,280,51612,57
1.23765e+18,208.1479355,1.225779414,19.56204,18.38062,17.63747,17.23683,17.03253,1404,301,6,61,5.96739e+17,"GALAXY",0.1743706,530,52026,45
1.23765e+18,173.931181,-0.15063393,17.67165,16.20639,15.70686,15.53576,15.48306,756,301,3,388,3.22237e+18,"STAR",0.000121392,2862,54471,163
1.23765e+18,173.6026783,64.83058591,18.49037,17.7261,17.42187,17.12002,17.0383,1302,301,4,344,6.72305e+17,"GALAXY",0.1148821,597,52059,519
1.23765e+18,255.8092186,59.17990321,19.59934,18.31529,18.37977,15.96092,14.60579,1336,301,1,48,3.9753e+17,"STAR",-0.000153279,353,51703,318
1.23765e+18,231.0959671,54.71724487,18.72156,17.78415,17.48619,17.36399,17.35266,1345,301,1,526,6.9138e+17,"STAR",-0.000437939,614,53437,283
1.23765e+18,153.7663828,0.35221447,19.08798,17.36529,16.47758,15.97513,15.57111,756,301,4,253,3.04154e+17,"GALAXY",0.06261506,270,51909,587
1.23765e+18,172.2003478,64.6803909,19.52604,17.60468,16.65254,16.23377,15.89341,1302,301,4,340,6.72294e+17,"GALAXY",0.09626833,597,52059,478
1.23765e+18,208.6412171,-0.776612716,17.14729,15.85645,15.21062,14.84574,14.52751,752,301,2,435,4.54994e+18,"GALAXY",0.02707425,4041,55361,644
1.23765e+18,182.9051912,-1.044743407,19.13739,18.09288,17.6559,17.25584,17.12752,756,301,1,448,3.23201e+17,"GALAXY",0.0819401,287,52023,245
1.23765e+18,114.0078961,37.73789618,19.13069,17.22554,16.2269,15.7779,15.40719,1350,301,3,46,4.85296e+17,"GALAXY",0.09801672,431,51877,120
1.23765e+18,182.4001878,-1.671689634,18.24192,17.35829,17.09763,17.00084,16.95076,1140,301,5,197,3.73913e+17,"STAR",0.000417038,332,52367,416
1.23765e+18,135.0453339,54.40791265,18.72993,17.81565,17.31234,16.84358,16.77865,1345,301,4,185,5.05698e+17,"QSO",0.09439446,449,51900,614
1.23765e+18,162.098584,-0.914676301,18.30903,17.08338,16.65224,16.48205,16.39475,756,301,1,309,2.88121e+18,"STAR",0.000117847,2559,54208,133
1.23765e+18,169.0579578,0.288244389,19.59543,18.15501,17.38839,16.9782,16.69107,756,301,4,356,3.15348e+17,"GALAXY",0.1392817,280,51612,351
1.23765e+18,182.2457,-0.476432303,16.28435,15.23798,14.92583,14.81081,14.80171,756,301,2,444,3.25611e+18,"STAR",-1.98e-05,2892,54552,25
1.23765e+18,147.3267558,0.245529517,18.68131,17.26695,16.54334,16.1431,15.88703,756,301,4,210,2.99663e+17,"GALAXY",0.09284572,266,51630,632
1.23765e+18,169.8975206,-0.52806494,17.07886,16.14677,15.77444,15.61557,15.5875,756,301,2,361,3.14143e+17,"STAR",0.000144728,279,51984,63
1.23765e+18,32.12447484,12.73335923,18.06962,16.07062,15.21775,14.80347,14.47701,1035,301,2,174,4.81955e+17,"GALAXY",0.03465885,428,51883,255
1.23765e+18,199.2240487,0.282122409,17.22461,15.30645,14.61462,14.39157,14.28942,1334,301,4,17,3.26641e+18,"STAR",3.24e-05,2901,54652,636
1.23765e+18,186.0773438,1.040064039,18.5336,17.55912,17.26186,17.11123,17.0805,752,301,6,284,2.88018e+18,"STAR",-3.88e-05,2558,54140,449
1.23765e+18,145.2243729,59.71317874,19.07802,17.2928,16.37604,15.971,15.66086,1345,301,5,236,5.1015e+17,"GALAXY",0.09499393,453,51915,425
1.23765e+18,171.1725964,-1.480191749,18.94049,17.59972,16.92697,16.58047,16.33988,1231,301,6,13,3.67146e+17,"GALAXY",0.09750687,326,52375,372
1.23765e+18,183.2354949,-0.856174238,19.43208,18.53132,18.13363,17.98751,17.96047,756,301,1,450,3.72226e+18,"STAR",1.06e-06,3306,54922,140
1.23765e+18,241.5695972,51.41548796,18.62665,18.38564,17.52833,17.0977,16.66249,1345,301,6,572,6.98217e+17,"QSO",0.286133,620,52375,578
1.23765e+18,128.3659008,53.83384656,18.48154,17.25452,17.24085,17.27168,17.35101,1350,301,5,172,2.60765e+18,"STAR",-0.000147354,2316,53757,239
1.23765e+18,249.082935,-0.664915505,19.1504,17.86854,17.12323,16.67278,16.39705,752,301,2,705,3.91862e+17,"GALAXY",0.1127215,348,51671,178
1.23765e+18,226.1100386,-0.801138821,19.4057,18.44372,18.08263,17.92303,17.85703,752,301,2,551,3.50237e+17,"STAR",-0.00049251,311,51665,298
1.23765e+18,150.6694898,0.339500725,18.52627,17.55884,17.26837,17.15855,17.14781,756,301,4,233,3.21122e+18,"STAR",0.000717076,2852,54468,557
1.23765e+18,167.6688954,1.174158881,19.00014,17.24815,16.37048,15.92671,15.6018,756,301,6,346,3.13148e+17,"GALAXY",0.0973511,278,51900,537
1.23765e+18,237.1232031,51.55193107,18.21519,16.40535,15.5337,15.12078,14.82051,1345,301,1,558,6.95868e+17,"GALAXY",0.06604459,618,52049,226
1.23765e+18,123.2593704,44.53168851,17.76799,16.28781,15.69858,15.33553,15.09254,1345,301,2,102,4.943e+17,"GALAXY",0.05918689,439,51877,109
1.23765e+18,190.6328486,66.94823749,18.8952,17.66535,17.12782,16.78353,16.59278,1412,301,2,184,5.56203e+17,"GALAXY",0.1039713,494,51915,30
1.23765e+18,232.5652238,0.519654741,19.57235,18.18137,17.38634,16.93528,16.62593,752,301,5,595,4.08808e+17,"GALAXY",0.09348191,363,51989,388
1.23765e+18,56.69184847,-5.057962857,19.22629,19.06657,18.99713,18.7096,18.6171,1045,301,6,152,5.21384e+17,"QSO",1.779616,463,51908,336
1.23765e+18,27.78609572,13.21245269,19.29099,18.92544,18.67817,18.68268,18.57193,1035,301,2,146,3.50613e+18,"QSO",0.9238315,3114,54773,292
1.23765e+18,162.5275578,-0.441258717,18.68115,17.36575,16.85333,16.67516,16.56712,756,301,2,312,2.88121e+18,"STAR",0.000275973,2559,54208,119
1.23765e+18,172.2191541,-3.358483491,18.48856,17.84543,17.31532,16.9134,16.76337,1140,301,1,129,3.67055e+17,"GALAXY",0.1977206,326,52375,42
1.23765e+18,189.5140584,0.082238867,18.95655,17.6471,16.91203,16.48641,16.1866,752,301,4,307,3.26653e+17,"GALAXY",0.1164155,290,51941,517
1.23765e+18,169.5752328,1.142815227,18.76361,18.38089,18.42721,18.32724,18.32001,756,301,6,359,3.14281e+17,"QSO",0.6032088,279,51984,563
1.23765e+18,205.8289872,65.5885974,18.23996,16.93613,16.49667,16.34938,17.23485,1412,301,2,225,5.5962e+17,"STAR",-3.99e-05,497,51989,174
1.23765e+18,172.3411951,-1.76921056,18.84724,17.9925,17.58609,17.21618,17.14507,1140,301,5,130,3.67193e+17,"GALAXY",0.09462468,326,52375,546
1.23765e+18,178.0742372,64.75430665,19.55982,19.44618,19.11944,19.20115,19.18387,1302,301,3,357,6.73337e+17,"QSO",1.056828,598,52316,178
1.23765e+18,225.6885289,59.74599161,19.18025,18.07686,17.67785,17.52737,17.47851,1345,301,6,490,6.87984e+17,"STAR",-0.000125106,611,52055,216
1.23765e+18,218.6167328,-0.660256616,18.62308,17.3915,17.57241,17.64577,17.71435,752,301,2,501,3.45735e+17,"STAR",-0.000311667,307,51663,304
1.23765e+18,170.3728175,-0.588836266,18.69757,17.67778,17.3643,17.12056,17.00994,756,301,2,364,3.15286e+17,"GALAXY",0.04991531,280,51612,125
